enrollment_id,student_id,course_id,lecturer_id,enrollment_date,semester,enrollment_status
ENR11833,212223,COM1001,LEC1007,13/04/2021,Semester 1,Completed
ENR11834,212224,AGR1004,LEC1107,26/02/2021,Semester 1,Completed
ENR11836,212225,ART1001,LEC1068,02/09/2021,Semester 2,Completed
ENR11838,212226,BUS1006,LEC1032,01/08/2021,Semester 2,Completed
ENR11840,212227,COM1003,LEC1015,13/10/2021,Semester 2,Completed
ENR11841,212228,SCI1010,LEC1079,15/05/2021,Semester 1,Completed
ENR11842,212229,SCI1002,LEC1085,08/08/2021,Semester 2,Completed
ENR11843,212230,MED1002,LEC1021,29/03/2021,Semester 1,Completed
ENR11844,212231,SOC1002,LEC1144,11/08/2021,Semester 2,Dropped
ENR11845,212232,MED1006,LEC1019,15/04/2021,Semester 1,Completed
ENR11847,212233,SCI1006,LEC1089,16/04/2021,Semester 1,Completed
ENR11848,212234,SOC1004,LEC1146,07/04/2021,Semester 1,Dropped
ENR11850,212235,LAW1004,LEC1049,13/11/2021,Semester 2,Dropped
ENR11852,212236,COM1002,LEC1008,10/03/2021,Semester 1,Completed
ENR11853,212237,ARC1008,LEC1124,16/07/2021,Semester 2,Dropped
ENR11855,212238,AGR1002,LEC1106,27/01/2021,Semester 1,Completed
ENR11856,212239,ENG1001,LEC1105,01/07/2021,Semester 2,Completed
ENR11857,212240,LAW1003,LEC1054,14/11/2021,Semester 2,Dropped
ENR11858,212241,SCI1001,LEC1086,09/07/2021,Semester 2,Completed
ENR11860,212242,BUS1002,LEC1039,10/09/2021,Semester 2,Completed
ENR11862,212243,MED1009,LEC1020,01/03/2021,Semester 1,Completed
ENR11864,212244,SCI1006,LEC1080,15/05/2021,Semester 1,Completed
ENR11866,212245,SOC1005,LEC1143,19/03/2021,Semester 1,Dropped
ENR11868,212246,BUS1004,LEC1031,29/08/2021,Semester 2,Completed
ENR11869,212247,SOC1001,LEC1143,12/08/2021,Semester 2,Completed
ENR11870,212248,COM1006,LEC1008,02/07/2021,Semester 2,Dropped
ENR11872,212249,ART1005,LEC1062,15/04/2021,Semester 1,Completed
ENR11873,212250,BUS1002,LEC1042,18/09/2021,Semester 2,Completed
ENR11874,212251,AGR1005,LEC1106,27/09/2021,Semester 2,Completed
ENR11875,212252,COM1010,LEC1004,13/09/2021,Semester 2,Completed
ENR11877,212253,ART1008,LEC1070,24/02/2021,Semester 1,Completed
ENR11879,212254,SCI1009,LEC1086,18/05/2021,Semester 1,Completed
ENR11881,212255,SOC1004,LEC1147,19/10/2021,Semester 2,Completed
ENR11883,212256,COM1008,LEC1012,06/02/2021,Semester 1,Dropped
ENR11885,212257,SOC1009,LEC1149,24/07/2021,Semester 2,Completed
ENR11886,212258,BUS1007,LEC1033,18/07/2021,Semester 2,Dropped
ENR11887,212259,ARC1003,LEC1133,01/12/2021,Semester 2,Completed
ENR11889,212260,ARC1008,LEC1130,09/03/2021,Semester 1,Completed
ENR11891,212261,SCI1008,LEC1090,18/07/2021,Semester 2,Dropped
ENR11893,212262,SOC1007,LEC1142,08/07/2021,Semester 2,Completed
ENR11894,212263,ARC1001,LEC1127,17/02/2021,Semester 1,Completed
ENR11896,212264,ENG1004,LEC1099,19/11/2021,Semester 2,Completed
ENR11897,212265,SCI1010,LEC1082,10/02/2021,Semester 1,Dropped
ENR11899,212266,ENG1007,LEC1097,01/06/2021,Semester 1,Completed
ENR11900,212267,COM1006,LEC1009,25/02/2021,Semester 1,Dropped
ENR11901,212268,MED1003,LEC1023,05/12/2021,Semester 2,Completed
ENR11903,212269,MED1005,LEC1027,05/12/2021,Semester 2,Dropped
ENR11904,212270,BUS1004,LEC1044,21/07/2021,Semester 2,Completed
ENR11905,212271,SCI1004,LEC1090,27/12/2021,Semester 2,Completed
ENR11906,212272,AGR1006,LEC1117,21/08/2021,Semester 2,Dropped
ENR11908,212273,BUS1008,LEC1033,10/02/2021,Semester 1,Completed
ENR11909,212274,SCI1006,LEC1084,10/01/2021,Semester 1,Completed
ENR11910,212275,MED1005,LEC1016,29/03/2021,Semester 1,Dropped
ENR11912,212276,AGR1010,LEC1119,12/11/2021,Semester 2,Completed
ENR11914,212277,MED1002,LEC1018,11/03/2021,Semester 1,Completed
ENR11916,212278,BUS1007,LEC1038,29/11/2021,Semester 2,Completed
ENR11917,212279,SCI1006,LEC1089,17/11/2021,Semester 2,Completed
ENR11918,212280,LAW1009,LEC1058,26/08/2021,Semester 2,Completed
ENR11919,212281,SCI1005,LEC1076,01/03/2021,Semester 1,Completed
ENR11921,212282,ENG1001,LEC1091,19/08/2021,Semester 2,Completed
ENR11923,212283,ART1003,LEC1061,22/02/2021,Semester 1,Dropped
ENR11924,212284,ENG1004,LEC1102,24/10/2021,Semester 2,Completed
ENR11926,212285,BUS1010,LEC1042,01/02/2021,Semester 1,Completed
ENR11928,212286,ARC1003,LEC1127,31/08/2021,Semester 2,Completed
ENR11930,212287,ARC1010,LEC1127,11/01/2021,Semester 1,Completed
ENR11932,212288,SCI1007,LEC1079,17/09/2021,Semester 2,Completed
ENR11934,212289,MED1007,LEC1030,31/05/2021,Semester 1,Dropped
ENR11936,212290,BUS1001,LEC1040,17/04/2021,Semester 1,Completed
ENR11938,212291,BUS1003,LEC1034,22/03/2021,Semester 1,Dropped
ENR11939,212292,SCI1004,LEC1083,05/06/2021,Semester 1,Completed
ENR11940,212293,AGR1002,LEC1106,10/01/2021,Semester 1,Completed
ENR11941,212294,ART1006,LEC1071,23/03/2021,Semester 1,Completed
ENR11943,212295,MED1005,LEC1025,27/04/2021,Semester 1,Completed
ENR11945,212296,ART1006,LEC1073,24/01/2021,Semester 1,Completed
ENR11947,212297,SCI1007,LEC1088,23/08/2021,Semester 2,Completed
ENR11948,212298,AGR1009,LEC1115,22/02/2021,Semester 1,Completed
ENR11949,212299,BUS1002,LEC1041,02/03/2021,Semester 1,Completed
ENR11950,212300,BUS1001,LEC1042,30/05/2021,Semester 1,Dropped
ENR11952,212301,ARC1003,LEC1126,21/06/2021,Semester 1,Completed
ENR11953,212302,BUS1006,LEC1038,01/08/2021,Semester 2,Completed
ENR11954,212303,ENG1001,LEC1096,27/05/2021,Semester 1,Completed
ENR11955,212304,LAW1005,LEC1051,01/08/2021,Semester 2,Completed
ENR11956,212305,MED1010,LEC1028,29/09/2021,Semester 2,Dropped
ENR11957,212306,MED1008,LEC1028,08/08/2021,Semester 2,Dropped
ENR11958,212307,SCI1009,LEC1089,22/09/2021,Semester 2,Completed
ENR11960,212308,MED1001,LEC1021,11/06/2021,Semester 1,Dropped
ENR11961,212309,SCI1006,LEC1076,21/07/2021,Semester 2,Completed
ENR11962,212310,AGR1004,LEC1106,20/11/2021,Semester 2,Completed
ENR11963,212311,SCI1002,LEC1090,15/12/2021,Semester 2,Completed
ENR11965,212312,LAW1006,LEC1060,28/09/2021,Semester 2,Completed
ENR11966,212313,SCI1008,LEC1086,16/04/2021,Semester 1,Dropped
ENR11968,212314,LAW1009,LEC1047,19/01/2021,Semester 1,Completed
ENR11969,212315,SOC1003,LEC1147,06/03/2021,Semester 1,Completed
ENR11971,212316,SOC1007,LEC1146,23/03/2021,Semester 1,Completed
ENR11973,212317,SOC1010,LEC1140,05/08/2021,Semester 2,Completed
ENR11974,212318,ART1008,LEC1065,18/11/2021,Semester 2,Completed
ENR11975,212319,COM1007,LEC1013,30/11/2021,Semester 2,Completed
ENR11976,212320,LAW1009,LEC1055,03/01/2021,Semester 1,Dropped
ENR11978,212321,LAW1009,LEC1050,08/12/2021,Semester 2,Completed
ENR11980,212322,ART1002,LEC1069,26/10/2021,Semester 2,Completed
ENR11981,212323,SCI1009,LEC1077,17/03/2021,Semester 1,Dropped
ENR11983,212324,MED1007,LEC1023,20/04/2021,Semester 1,Dropped
ENR11985,212325,LAW1004,LEC1055,13/09/2021,Semester 2,Dropped
ENR11987,212326,MED1009,LEC1024,07/03/2021,Semester 1,Dropped
ENR11988,212327,MED1007,LEC1027,20/09/2021,Semester 2,Completed
ENR11990,212328,SOC1006,LEC1138,14/10/2021,Semester 2,Completed
ENR11991,212329,AGR1008,LEC1119,29/07/2021,Semester 2,Completed
ENR11992,212330,ART1008,LEC1070,29/05/2021,Semester 1,Completed
ENR11993,212331,MED1006,LEC1021,06/06/2021,Semester 1,Completed
ENR11994,212332,LAW1008,LEC1053,15/01/2021,Semester 1,Completed
ENR11996,212333,LAW1010,LEC1060,26/05/2021,Semester 1,Completed
ENR11997,212334,SOC1005,LEC1143,02/01/2021,Semester 1,Completed
ENR11998,212335,COM1009,LEC1014,23/01/2021,Semester 1,Dropped
ENR12000,212336,ART1009,LEC1068,07/11/2021,Semester 2,Completed
ENR12002,212337,ARC1006,LEC1128,18/03/2021,Semester 1,Completed
ENR12004,212338,BUS1010,LEC1045,22/07/2021,Semester 2,Completed
ENR12006,212339,ARC1003,LEC1122,26/03/2021,Semester 1,Completed
ENR12008,212340,ARC1003,LEC1129,13/02/2021,Semester 1,Completed
ENR12009,212341,AGR1003,LEC1114,07/04/2021,Semester 1,Dropped
ENR12010,212342,MED1006,LEC1026,30/09/2021,Semester 2,Completed
ENR12011,212343,LAW1006,LEC1058,16/04/2021,Semester 1,Completed
ENR12012,212344,MED1001,LEC1028,01/10/2021,Semester 2,Completed
ENR12014,212345,ART1004,LEC1067,03/04/2021,Semester 1,Dropped
ENR12015,212346,ENG1008,LEC1096,15/07/2021,Semester 2,Completed
ENR12016,212347,MED1005,LEC1017,05/10/2021,Semester 2,Completed
ENR12017,212348,MED1009,LEC1018,11/05/2021,Semester 1,Completed
ENR12019,212349,AGR1009,LEC1111,03/04/2021,Semester 1,Completed
ENR12020,212350,LAW1009,LEC1052,20/02/2021,Semester 1,Completed
ENR12021,212351,SCI1003,LEC1090,15/06/2021,Semester 1,Completed
ENR12022,212352,MED1006,LEC1016,14/04/2021,Semester 1,Completed
ENR12024,212353,ENG1006,LEC1103,16/09/2021,Semester 2,Dropped
ENR12026,212354,AGR1001,LEC1112,03/02/2021,Semester 1,Dropped
ENR12028,212355,LAW1005,LEC1054,28/10/2021,Semester 2,Completed
ENR12029,212356,SOC1008,LEC1144,30/11/2021,Semester 2,Completed
ENR12030,212357,AGR1003,LEC1112,17/08/2021,Semester 2,Completed
ENR12032,212358,ENG1010,LEC1093,06/05/2021,Semester 1,Dropped
ENR12034,212359,AGR1010,LEC1110,01/12/2021,Semester 2,Completed
ENR12036,212360,ARC1008,LEC1127,29/06/2021,Semester 1,Completed
ENR12038,212361,BUS1001,LEC1042,01/10/2021,Semester 2,Completed
ENR12039,212362,MED1002,LEC1022,24/12/2021,Semester 2,Completed
ENR12041,212363,BUS1007,LEC1040,16/09/2021,Semester 2,Completed
ENR12043,212364,LAW1005,LEC1049,06/12/2021,Semester 2,Completed
ENR12045,212365,ARC1009,LEC1123,27/11/2021,Semester 2,Completed
ENR12046,212366,COM1001,LEC1015,05/01/2021,Semester 1,Completed
ENR12048,212367,ENG1009,LEC1092,29/11/2021,Semester 2,Completed
ENR12050,212368,ART1006,LEC1074,12/07/2021,Semester 2,Completed
ENR12051,212369,BUS1003,LEC1044,23/12/2021,Semester 2,Completed
ENR12053,212370,COM1002,LEC1004,11/01/2021,Semester 1,Completed
ENR12055,212371,MED1002,LEC1029,11/11/2021,Semester 2,Completed
ENR12056,212372,BUS1010,LEC1038,05/07/2021,Semester 2,Completed
ENR12057,212373,ENG1004,LEC1105,27/12/2021,Semester 2,Completed
ENR12059,212374,LAW1006,LEC1055,14/09/2021,Semester 2,Dropped
ENR12060,212375,AGR1001,LEC1109,04/12/2021,Semester 2,Completed
ENR12061,212376,AGR1006,LEC1108,03/02/2021,Semester 1,Completed
ENR12062,212377,AGR1003,LEC1119,27/04/2021,Semester 1,Completed
ENR12064,212378,ARC1008,LEC1129,21/08/2021,Semester 2,Completed
ENR12066,212379,SCI1006,LEC1089,28/07/2021,Semester 2,Completed
ENR12068,212380,ART1007,LEC1069,23/01/2021,Semester 1,Completed
ENR12070,212381,COM1001,LEC1007,10/04/2021,Semester 1,Completed
ENR12072,212382,ARC1009,LEC1127,08/02/2021,Semester 1,Completed
ENR12073,212383,BUS1002,LEC1036,09/06/2021,Semester 1,Completed
ENR12074,212384,COM1004,LEC1008,10/08/2021,Semester 2,Completed
ENR12075,212385,LAW1003,LEC1049,25/02/2021,Semester 1,Dropped
ENR12077,212386,COM1010,LEC1013,04/11/2021,Semester 2,Dropped
ENR12078,212387,ARC1001,LEC1128,24/10/2021,Semester 2,Completed
ENR12079,212388,COM1008,LEC1015,18/01/2021,Semester 1,Dropped
ENR12080,212389,ARC1009,LEC1122,07/03/2021,Semester 1,Completed
ENR12082,212390,MED1004,LEC1026,29/01/2021,Semester 1,Completed
ENR12083,212391,ART1009,LEC1067,19/02/2021,Semester 1,Dropped
ENR12085,212392,ART1010,LEC1068,08/08/2021,Semester 2,Completed
ENR12087,212393,ENG1007,LEC1096,28/10/2021,Semester 2,Completed
ENR12089,212394,AGR1004,LEC1108,23/11/2021,Semester 2,Completed
ENR12090,212395,SCI1004,LEC1083,14/11/2021,Semester 2,Dropped
ENR12092,212396,MED1007,LEC1020,27/10/2021,Semester 2,Dropped
ENR12093,212397,LAW1010,LEC1055,05/10/2021,Semester 2,Completed
ENR12095,212398,ART1008,LEC1061,23/09/2021,Semester 2,Completed
ENR12097,212399,ART1005,LEC1064,13/04/2021,Semester 1,Completed
ENR12099,212400,AGR1007,LEC1117,19/06/2021,Semester 1,Completed
ENR12101,212401,MED1004,LEC1023,22/01/2021,Semester 1,Dropped
ENR12102,212402,COM1001,LEC1011,25/04/2021,Semester 1,Completed
ENR12103,212403,AGR1010,LEC1109,03/05/2021,Semester 1,Dropped
ENR12105,212404,SCI1002,LEC1078,04/01/2021,Semester 1,Completed
ENR12106,212405,COM1010,LEC1006,16/01/2021,Semester 1,Completed
ENR12107,212406,LAW1008,LEC1053,10/04/2021,Semester 1,Completed
ENR12108,212407,COM1004,LEC1004,12/04/2021,Semester 1,Completed
ENR12109,212408,BUS1009,LEC1045,15/05/2021,Semester 1,Completed
ENR12110,212409,AGR1001,LEC1109,02/04/2021,Semester 1,Completed
ENR12112,212410,ARC1007,LEC1123,14/07/2021,Semester 2,Completed
ENR12113,212411,BUS1007,LEC1035,22/08/2021,Semester 2,Completed
ENR12115,212412,SOC1002,LEC1137,02/03/2021,Semester 1,Completed
ENR12117,212413,ARC1009,LEC1126,12/06/2021,Semester 1,Dropped
ENR12119,212414,MED1010,LEC1021,07/05/2021,Semester 1,Completed
ENR12121,212415,BUS1007,LEC1042,11/02/2021,Semester 1,Dropped
ENR12123,212416,SOC1007,LEC1150,27/11/2021,Semester 2,Completed
ENR12125,212417,SOC1002,LEC1141,27/09/2021,Semester 2,Dropped
ENR12127,212418,ARC1002,LEC1135,26/10/2021,Semester 2,Completed
ENR12129,212419,SCI1001,LEC1079,06/06/2021,Semester 1,Dropped
ENR12130,212420,AGR1004,LEC1108,11/07/2021,Semester 2,Completed
ENR12132,212421,SCI1007,LEC1084,30/06/2021,Semester 1,Completed
ENR12134,212422,SCI1008,LEC1083,10/08/2021,Semester 2,Dropped
ENR12136,212423,ART1009,LEC1061,02/04/2021,Semester 1,Dropped
ENR12138,212424,MED1001,LEC1020,14/09/2021,Semester 2,Completed
ENR12140,212425,COM1010,LEC1006,20/01/2021,Semester 1,Completed
ENR12141,212426,BUS1006,LEC1041,18/06/2021,Semester 1,Completed
ENR12143,212427,SOC1001,LEC1145,12/03/2021,Semester 1,Completed
ENR12144,212428,SOC1009,LEC1140,25/05/2021,Semester 1,Completed
ENR12145,212429,SCI1002,LEC1089,24/10/2021,Semester 2,Completed
ENR12147,212430,BUS1010,LEC1034,18/04/2021,Semester 1,Dropped
ENR12149,212431,ART1004,LEC1073,13/02/2021,Semester 1,Completed
ENR12151,212432,SCI1007,LEC1083,13/10/2021,Semester 2,Completed
ENR12152,212433,MED1008,LEC1025,07/03/2021,Semester 1,Completed
ENR12154,212434,BUS1009,LEC1037,06/08/2021,Semester 2,Dropped
ENR12156,212435,AGR1006,LEC1106,18/10/2021,Semester 2,Completed
ENR12158,212436,BUS1007,LEC1037,02/02/2021,Semester 1,Dropped
ENR12160,212437,ARC1002,LEC1135,05/06/2021,Semester 1,Completed
ENR12162,212438,ARC1009,LEC1130,08/09/2021,Semester 2,Completed
ENR12163,212439,BUS1006,LEC1032,17/07/2021,Semester 2,Completed
ENR12164,212440,BUS1010,LEC1035,04/12/2021,Semester 2,Completed
ENR12165,212441,COM1008,LEC1006,23/09/2021,Semester 2,Completed
ENR12167,212442,MED1005,LEC1018,02/10/2021,Semester 2,Dropped
ENR12168,212443,SOC1006,LEC1137,19/07/2021,Semester 2,Completed
ENR12170,212444,SOC1001,LEC1146,01/09/2021,Semester 2,Completed
ENR12172,212445,LAW1006,LEC1049,04/01/2021,Semester 1,Completed
ENR12174,212446,AGR1003,LEC1120,09/09/2021,Semester 2,Dropped
ENR12176,212447,ARC1003,LEC1135,22/08/2021,Semester 2,Completed
ENR12178,212448,AGR1009,LEC1119,31/03/2021,Semester 1,Dropped
ENR12180,212449,ART1010,LEC1075,04/12/2021,Semester 2,Completed
ENR12182,212450,LAW1001,LEC1060,22/03/2021,Semester 1,Completed
ENR12183,212451,ARC1006,LEC1135,04/02/2021,Semester 1,Completed
ENR12185,212452,COM1010,LEC1013,23/02/2021,Semester 1,Completed
ENR12187,212453,ENG1005,LEC1091,25/08/2021,Semester 2,Completed
ENR12188,212454,ARC1002,LEC1132,12/12/2021,Semester 2,Dropped
ENR12189,212455,ART1004,LEC1072,24/07/2021,Semester 2,Completed
ENR12191,212456,SOC1001,LEC1150,11/03/2021,Semester 1,Completed
ENR12192,212457,ENG1003,LEC1098,04/02/2021,Semester 1,Completed
ENR12194,212458,ENG1001,LEC1104,23/05/2021,Semester 1,Completed
ENR12195,212459,COM1003,LEC1010,21/02/2021,Semester 1,Completed
ENR12196,212460,MED1006,LEC1024,20/07/2021,Semester 2,Completed
ENR12198,212461,SCI1007,LEC1081,02/04/2021,Semester 1,Completed
ENR12199,212462,ARC1007,LEC1129,21/04/2021,Semester 1,Dropped
ENR12200,212463,ARC1002,LEC1133,25/09/2021,Semester 2,Completed
ENR12201,212464,ARC1009,LEC1125,16/08/2021,Semester 2,Completed
ENR12203,212465,LAW1002,LEC1051,03/05/2021,Semester 1,Completed
ENR12204,212466,COM1003,LEC1007,15/01/2021,Semester 1,Completed
ENR12205,212467,BUS1005,LEC1041,09/12/2021,Semester 2,Completed
ENR12207,212468,COM1006,LEC1007,20/09/2021,Semester 2,Completed
ENR12208,212469,ART1002,LEC1069,17/11/2021,Semester 2,Completed
ENR12210,212470,MED1006,LEC1019,20/04/2021,Semester 1,Completed
ENR12212,212471,ARC1004,LEC1126,07/01/2021,Semester 1,Dropped
ENR12214,212472,ARC1004,LEC1130,08/07/2021,Semester 2,Completed
ENR12216,212473,SOC1009,LEC1145,13/09/2021,Semester 2,Completed
ENR12218,212474,MED1003,LEC1025,16/06/2021,Semester 1,Dropped
ENR12220,212475,BUS1003,LEC1041,19/12/2021,Semester 2,Completed
ENR12222,212476,AGR1008,LEC1120,27/10/2021,Semester 2,Dropped
ENR12223,212477,ENG1006,LEC1101,30/04/2021,Semester 1,Completed
ENR12225,212478,LAW1001,LEC1057,08/08/2021,Semester 2,Completed
ENR12227,212479,ENG1004,LEC1095,14/04/2021,Semester 1,Completed
ENR12229,212480,SOC1003,LEC1145,16/08/2021,Semester 2,Completed
ENR12230,212481,LAW1006,LEC1051,26/11/2021,Semester 2,Completed
ENR12231,212482,ARC1003,LEC1134,28/05/2021,Semester 1,Completed
ENR12233,212483,BUS1007,LEC1039,28/01/2021,Semester 1,Completed
ENR12234,212484,AGR1008,LEC1119,15/07/2021,Semester 2,Completed
ENR12235,212485,SCI1007,LEC1086,04/01/2021,Semester 1,Completed
ENR12236,212486,COM1009,LEC1004,27/01/2021,Semester 1,Completed
ENR12238,212487,LAW1001,LEC1054,10/02/2021,Semester 1,Dropped
ENR12239,212488,LAW1010,LEC1048,12/04/2021,Semester 1,Completed
ENR12241,212489,LAW1007,LEC1055,18/08/2021,Semester 2,Completed
ENR12243,212490,SCI1001,LEC1082,27/03/2021,Semester 1,Dropped
ENR12245,212491,ENG1002,LEC1091,15/07/2021,Semester 2,Dropped
ENR12246,212492,SOC1008,LEC1150,03/06/2021,Semester 1,Completed
ENR12247,212493,LAW1003,LEC1052,26/08/2021,Semester 2,Completed
ENR12248,212494,LAW1007,LEC1052,15/10/2021,Semester 2,Dropped
ENR12250,212495,MED1010,LEC1030,08/04/2021,Semester 1,Completed
ENR12251,212496,ENG1005,LEC1102,11/07/2021,Semester 2,Dropped
ENR12252,212497,SCI1004,LEC1082,11/07/2021,Semester 2,Dropped
ENR12254,212498,COM1005,LEC1015,05/03/2021,Semester 1,Dropped
ENR12256,212499,SOC1009,LEC1150,28/06/2021,Semester 1,Dropped
ENR12258,221000,SCI1005,LEC1087,07/05/2022,Semester 1,Completed
ENR12260,221001,LAW1004,LEC1055,22/08/2022,Semester 2,Completed
ENR12261,221002,LAW1002,LEC1055,24/10/2022,Semester 2,Completed
ENR12263,221003,SOC1001,LEC1145,11/02/2022,Semester 1,Completed
ENR12265,221004,ENG1005,LEC1099,04/12/2022,Semester 2,Dropped
ENR12267,221005,ARC1002,LEC1130,26/06/2022,Semester 1,Completed
ENR12268,221006,SOC1006,LEC1139,23/07/2022,Semester 2,Active
ENR12270,221007,COM1009,LEC1013,23/12/2022,Semester 2,Dropped
ENR12271,221008,ARC1004,LEC1125,09/08/2022,Semester 2,Completed
ENR12273,221009,ENG1003,LEC1093,15/09/2022,Semester 2,Completed
ENR12274,221010,AGR1003,LEC1119,19/04/2022,Semester 1,Completed
ENR12276,221011,SCI1003,LEC1083,17/11/2022,Semester 2,Completed
ENR12278,221012,ART1009,LEC1062,22/05/2022,Semester 1,Completed
ENR12279,221013,COM1004,LEC1010,01/05/2022,Semester 1,Dropped
ENR12281,221014,LAW1005,LEC1058,04/01/2022,Semester 1,Completed
ENR12282,221015,BUS1008,LEC1039,04/01/2022,Semester 1,Dropped
ENR12283,221016,ENG1003,LEC1098,22/06/2022,Semester 1,Dropped
ENR12285,221017,LAW1001,LEC1051,07/12/2022,Semester 2,Dropped
ENR12287,221018,MED1003,LEC1016,22/08/2022,Semester 2,Dropped
ENR12289,221019,ENG1008,LEC1095,25/12/2022,Semester 2,Completed
ENR12290,221020,SCI1008,LEC1085,18/12/2022,Semester 2,Dropped
ENR12292,221021,ARC1002,LEC1134,14/06/2022,Semester 1,Completed
ENR12293,221022,COM1006,LEC1013,16/06/2022,Semester 1,Dropped
ENR12295,221023,ART1005,LEC1067,01/09/2022,Semester 2,Completed
ENR12296,221024,LAW1008,LEC1055,10/04/2022,Semester 1,Completed
ENR12298,221025,ENG1004,LEC1103,14/02/2022,Semester 1,Active
ENR12299,221026,BUS1002,LEC1045,17/08/2022,Semester 2,Completed
ENR12301,221027,BUS1008,LEC1033,04/12/2022,Semester 2,Completed
ENR12302,221028,SCI1006,LEC1087,15/01/2022,Semester 1,Completed
ENR12303,221029,ART1010,LEC1073,24/05/2022,Semester 1,Completed
ENR12305,221030,ARC1006,LEC1123,01/10/2022,Semester 2,Dropped
ENR12306,221031,ARC1009,LEC1126,25/04/2022,Semester 1,Completed
ENR12307,221032,ART1009,LEC1075,15/07/2022,Semester 2,Dropped
ENR12309,221033,MED1002,LEC1017,15/02/2022,Semester 1,Active
ENR12311,221034,MED1007,LEC1029,10/06/2022,Semester 1,Dropped
ENR12313,221035,AGR1006,LEC1114,08/04/2022,Semester 1,Dropped
ENR12314,221036,ART1001,LEC1073,06/07/2022,Semester 2,Completed
ENR12316,221037,SCI1001,LEC1076,03/10/2022,Semester 2,Dropped
ENR12317,221038,MED1009,LEC1029,01/06/2022,Semester 1,Completed
ENR12319,221039,MED1009,LEC1027,07/12/2022,Semester 2,Completed
ENR12321,221040,SOC1001,LEC1145,02/09/2022,Semester 2,Completed
ENR12323,221041,ART1003,LEC1063,18/04/2022,Semester 1,Completed
ENR12324,221042,SOC1010,LEC1138,07/09/2022,Semester 2,Dropped
ENR12325,221043,ARC1005,LEC1135,23/03/2022,Semester 1,Completed
ENR12327,221044,ART1005,LEC1073,20/07/2022,Semester 2,Dropped
ENR12329,221045,ARC1010,LEC1134,08/10/2022,Semester 2,Dropped
ENR12330,221046,MED1007,LEC1021,25/10/2022,Semester 2,Completed
ENR12331,221047,SCI1009,LEC1086,25/03/2022,Semester 1,Completed
ENR12333,221048,BUS1007,LEC1034,11/04/2022,Semester 1,Completed
ENR12334,221049,SOC1003,LEC1149,22/10/2022,Semester 2,Completed
ENR12336,221050,ARC1007,LEC1134,28/03/2022,Semester 1,Completed
ENR12338,221051,MED1006,LEC1024,29/11/2022,Semester 2,Active
ENR12339,221052,MED1010,LEC1026,26/07/2022,Semester 2,Completed
ENR12341,221053,LAW1009,LEC1057,02/11/2022,Semester 2,Completed
ENR12343,221054,ARC1004,LEC1127,21/05/2022,Semester 1,Dropped
ENR12345,221055,MED1006,LEC1023,25/11/2022,Semester 2,Completed
ENR12346,221056,AGR1006,LEC1115,21/10/2022,Semester 2,Dropped
ENR12347,221057,ARC1009,LEC1132,18/02/2022,Semester 1,Completed
ENR12349,221058,AGR1004,LEC1108,20/02/2022,Semester 1,Active
ENR12351,221059,ARC1010,LEC1121,21/07/2022,Semester 2,Dropped
ENR12353,221060,ARC1005,LEC1135,02/03/2022,Semester 1,Completed
ENR12354,221061,COM1001,LEC1009,17/08/2022,Semester 2,Active
ENR12355,221062,COM1006,LEC1003,22/10/2022,Semester 2,Completed
ENR12356,221063,MED1002,LEC1024,12/05/2022,Semester 1,Completed
